"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"23/10/2018 22:00:00 - 23/10/2018 23:00:00","BZN|BG","Without Sequence","63.37","",""
"23/10/2018 23:00:00 - 24/10/2018 00:00:00","BZN|BG","Without Sequence","72.21","",""
"24/10/2018 00:00:00 - 24/10/2018 01:00:00","BZN|BG","Without Sequence","80.01","",""
"24/10/2018 01:00:00 - 24/10/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"24/10/2018 02:00:00 - 24/10/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"24/10/2018 03:00:00 - 24/10/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"24/10/2018 04:00:00 - 24/10/2018 05:00:00","BZN|BG","Without Sequence","46.10","",""
"24/10/2018 05:00:00 - 24/10/2018 06:00:00","BZN|BG","Without Sequence","67.77","",""
"24/10/2018 06:00:00 - 24/10/2018 07:00:00","BZN|BG","Without Sequence","90.07","",""
"24/10/2018 07:00:00 - 24/10/2018 08:00:00","BZN|BG","Without Sequence","106.42","",""
"24/10/2018 08:00:00 - 24/10/2018 09:00:00","BZN|BG","Without Sequence","105.99","",""
"24/10/2018 09:00:00 - 24/10/2018 10:00:00","BZN|BG","Without Sequence","100.02","",""
"24/10/2018 10:00:00 - 24/10/2018 11:00:00","BZN|BG","Without Sequence","98.52","",""
"24/10/2018 11:00:00 - 24/10/2018 12:00:00","BZN|BG","Without Sequence","85.31","",""
"24/10/2018 12:00:00 - 24/10/2018 13:00:00","BZN|BG","Without Sequence","100.04","",""
"24/10/2018 13:00:00 - 24/10/2018 14:00:00","BZN|BG","Without Sequence","105.91","",""
"24/10/2018 14:00:00 - 24/10/2018 15:00:00","BZN|BG","Without Sequence","106.48","",""
"24/10/2018 15:00:00 - 24/10/2018 16:00:00","BZN|BG","Without Sequence","100.04","",""
"24/10/2018 16:00:00 - 24/10/2018 17:00:00","BZN|BG","Without Sequence","81.91","",""
"24/10/2018 17:00:00 - 24/10/2018 18:00:00","BZN|BG","Without Sequence","100.00","",""
"24/10/2018 18:00:00 - 24/10/2018 19:00:00","BZN|BG","Without Sequence","100.61","",""
"24/10/2018 19:00:00 - 24/10/2018 20:00:00","BZN|BG","Without Sequence","100.06","",""
"24/10/2018 20:00:00 - 24/10/2018 21:00:00","BZN|BG","Without Sequence","106.42","",""
"24/10/2018 21:00:00 - 24/10/2018 22:00:00","BZN|BG","Without Sequence","44.08","",""
"24/10/2018 22:00:00 - 24/10/2018 23:00:00","BZN|BG","Without Sequence","73.62","",""
"24/10/2018 23:00:00 - 25/10/2018 00:00:00","BZN|BG","Without Sequence","44.10","",""
"25/10/2018 00:00:00 - 25/10/2018 01:00:00","BZN|BG","Without Sequence","70.78","",""
"25/10/2018 01:00:00 - 25/10/2018 02:00:00","BZN|BG","Without Sequence","80.01","",""
"25/10/2018 02:00:00 - 25/10/2018 03:00:00","BZN|BG","Without Sequence","73.38","",""
"25/10/2018 03:00:00 - 25/10/2018 04:00:00","BZN|BG","Without Sequence","63.35","",""
"25/10/2018 04:00:00 - 25/10/2018 05:00:00","BZN|BG","Without Sequence","80.03","",""
"25/10/2018 05:00:00 - 25/10/2018 06:00:00","BZN|BG","Without Sequence","80.05","",""
"25/10/2018 06:00:00 - 25/10/2018 07:00:00","BZN|BG","Without Sequence","100.08","",""
"25/10/2018 07:00:00 - 25/10/2018 08:00:00","BZN|BG","Without Sequence","112.81","",""
"25/10/2018 08:00:00 - 25/10/2018 09:00:00","BZN|BG","Without Sequence","176.06","",""
"25/10/2018 09:00:00 - 25/10/2018 10:00:00","BZN|BG","Without Sequence","90.09","",""
"25/10/2018 10:00:00 - 25/10/2018 11:00:00","BZN|BG","Without Sequence","100.00","",""
"25/10/2018 11:00:00 - 25/10/2018 12:00:00","BZN|BG","Without Sequence","84.37","",""
"25/10/2018 12:00:00 - 25/10/2018 13:00:00","BZN|BG","Without Sequence","105.73","",""
"25/10/2018 13:00:00 - 25/10/2018 14:00:00","BZN|BG","Without Sequence","105.67","",""
"25/10/2018 14:00:00 - 25/10/2018 15:00:00","BZN|BG","Without Sequence","108.00","",""
"25/10/2018 15:00:00 - 25/10/2018 16:00:00","BZN|BG","Without Sequence","114.20","",""
"25/10/2018 16:00:00 - 25/10/2018 17:00:00","BZN|BG","Without Sequence","122.73","",""
"25/10/2018 17:00:00 - 25/10/2018 18:00:00","BZN|BG","Without Sequence","144.57","",""
"25/10/2018 18:00:00 - 25/10/2018 19:00:00","BZN|BG","Without Sequence","178.22","",""
"25/10/2018 19:00:00 - 25/10/2018 20:00:00","BZN|BG","Without Sequence","149.07","",""
"25/10/2018 20:00:00 - 25/10/2018 21:00:00","BZN|BG","Without Sequence","112.19","",""
"25/10/2018 21:00:00 - 25/10/2018 22:00:00","BZN|BG","Without Sequence","105.81","",""
"25/10/2018 22:00:00 - 25/10/2018 23:00:00","BZN|BG","Without Sequence","96.38","",""
"25/10/2018 23:00:00 - 26/10/2018 00:00:00","BZN|BG","Without Sequence","76.98","",""
"26/10/2018 00:00:00 - 26/10/2018 01:00:00","BZN|BG","Without Sequence","65.48","",""
"26/10/2018 01:00:00 - 26/10/2018 02:00:00","BZN|BG","Without Sequence","50.89","",""
"26/10/2018 02:00:00 - 26/10/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"26/10/2018 03:00:00 - 26/10/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"26/10/2018 04:00:00 - 26/10/2018 05:00:00","BZN|BG","Without Sequence","56.64","",""
"26/10/2018 05:00:00 - 26/10/2018 06:00:00","BZN|BG","Without Sequence","80.05","",""
"26/10/2018 06:00:00 - 26/10/2018 07:00:00","BZN|BG","Without Sequence","105.58","",""
"26/10/2018 07:00:00 - 26/10/2018 08:00:00","BZN|BG","Without Sequence","152.09","",""
"26/10/2018 08:00:00 - 26/10/2018 09:00:00","BZN|BG","Without Sequence","120.60","",""
"26/10/2018 09:00:00 - 26/10/2018 10:00:00","BZN|BG","Without Sequence","90.01","",""
"26/10/2018 10:00:00 - 26/10/2018 11:00:00","BZN|BG","Without Sequence","90.05","",""
"26/10/2018 11:00:00 - 26/10/2018 12:00:00","BZN|BG","Without Sequence","78.19","",""
"26/10/2018 12:00:00 - 26/10/2018 13:00:00","BZN|BG","Without Sequence","97.79","",""
"26/10/2018 13:00:00 - 26/10/2018 14:00:00","BZN|BG","Without Sequence","100.06","",""
"26/10/2018 14:00:00 - 26/10/2018 15:00:00","BZN|BG","Without Sequence","100.00","",""
"26/10/2018 15:00:00 - 26/10/2018 16:00:00","BZN|BG","Without Sequence","107.61","",""
"26/10/2018 16:00:00 - 26/10/2018 17:00:00","BZN|BG","Without Sequence","98.98","",""
"26/10/2018 17:00:00 - 26/10/2018 18:00:00","BZN|BG","Without Sequence","105.67","",""
"26/10/2018 18:00:00 - 26/10/2018 19:00:00","BZN|BG","Without Sequence","90.01","",""
"26/10/2018 19:00:00 - 26/10/2018 20:00:00","BZN|BG","Without Sequence","90.01","",""
"26/10/2018 20:00:00 - 26/10/2018 21:00:00","BZN|BG","Without Sequence","97.75","",""
"26/10/2018 21:00:00 - 26/10/2018 22:00:00","BZN|BG","Without Sequence","90.81","",""
"26/10/2018 22:00:00 - 26/10/2018 23:00:00","BZN|BG","Without Sequence","90.03","",""
"26/10/2018 23:00:00 - 27/10/2018 00:00:00","BZN|BG","Without Sequence","82.24","",""
"27/10/2018 00:00:00 - 27/10/2018 01:00:00","BZN|BG","Without Sequence","80.03","",""
"27/10/2018 01:00:00 - 27/10/2018 02:00:00","BZN|BG","Without Sequence","80.01","",""
"27/10/2018 02:00:00 - 27/10/2018 03:00:00","BZN|BG","Without Sequence","80.01","",""
"27/10/2018 03:00:00 - 27/10/2018 04:00:00","BZN|BG","Without Sequence","80.03","",""
"27/10/2018 04:00:00 - 27/10/2018 05:00:00","BZN|BG","Without Sequence","80.03","",""
"27/10/2018 05:00:00 - 27/10/2018 06:00:00","BZN|BG","Without Sequence","80.05","",""
"27/10/2018 06:00:00 - 27/10/2018 07:00:00","BZN|BG","Without Sequence","55.00","",""
"27/10/2018 07:00:00 - 27/10/2018 08:00:00","BZN|BG","Without Sequence","81.44","",""
"27/10/2018 08:00:00 - 27/10/2018 09:00:00","BZN|BG","Without Sequence","81.13","",""
"27/10/2018 09:00:00 - 27/10/2018 10:00:00","BZN|BG","Without Sequence","68.67","",""
"27/10/2018 10:00:00 - 27/10/2018 11:00:00","BZN|BG","Without Sequence","61.53","",""
"27/10/2018 11:00:00 - 27/10/2018 12:00:00","BZN|BG","Without Sequence","52.67","",""
"27/10/2018 12:00:00 - 27/10/2018 13:00:00","BZN|BG","Without Sequence","67.63","",""
"27/10/2018 13:00:00 - 27/10/2018 14:00:00","BZN|BG","Without Sequence","69.51","",""
"27/10/2018 14:00:00 - 27/10/2018 15:00:00","BZN|BG","Without Sequence","71.66","",""
"27/10/2018 15:00:00 - 27/10/2018 16:00:00","BZN|BG","Without Sequence","77.55","",""
"27/10/2018 16:00:00 - 27/10/2018 17:00:00","BZN|BG","Without Sequence","80.37","",""
"27/10/2018 17:00:00 - 27/10/2018 18:00:00","BZN|BG","Without Sequence","85.39","",""
"27/10/2018 18:00:00 - 27/10/2018 19:00:00","BZN|BG","Without Sequence","89.77","",""
"27/10/2018 19:00:00 - 27/10/2018 20:00:00","BZN|BG","Without Sequence","83.91","",""
"27/10/2018 20:00:00 - 27/10/2018 21:00:00","BZN|BG","Without Sequence","80.11","",""
"27/10/2018 21:00:00 - 27/10/2018 22:00:00","BZN|BG","Without Sequence","67.03","",""
"27/10/2018 22:00:00 - 27/10/2018 23:00:00","BZN|BG","Without Sequence","63.96","",""
"27/10/2018 23:00:00 - 28/10/2018 00:00:00","BZN|BG","Without Sequence","78.49","",""
"28/10/2018 00:00:00 - 28/10/2018 01:00:00","BZN|BG","Without Sequence","64.54","",""
"28/10/2018 01:00:00 - 28/10/2018 02:00:00 (CEST)","BZN|BG","Without Sequence","58.58","",""
"28/10/2018 02:00:00 (CEST) - 28/10/2018 02:00:00 (CET)","BZN|BG","Without Sequence","44.06","",""
"28/10/2018 02:00:00 (CET) - 28/10/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"28/10/2018 03:00:00 - 28/10/2018 04:00:00","BZN|BG","Without Sequence","45.79","",""
"28/10/2018 04:00:00 - 28/10/2018 05:00:00","BZN|BG","Without Sequence","44.10","",""
"28/10/2018 05:00:00 - 28/10/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"28/10/2018 06:00:00 - 28/10/2018 07:00:00","BZN|BG","Without Sequence","44.08","",""
"28/10/2018 07:00:00 - 28/10/2018 08:00:00","BZN|BG","Without Sequence","44.06","",""
"28/10/2018 08:00:00 - 28/10/2018 09:00:00","BZN|BG","Without Sequence","44.06","",""
"28/10/2018 09:00:00 - 28/10/2018 10:00:00","BZN|BG","Without Sequence","44.08","",""
"28/10/2018 10:00:00 - 28/10/2018 11:00:00","BZN|BG","Without Sequence","44.08","",""
"28/10/2018 11:00:00 - 28/10/2018 12:00:00","BZN|BG","Without Sequence","44.10","",""
"28/10/2018 12:00:00 - 28/10/2018 13:00:00","BZN|BG","Without Sequence","52.92","",""
"28/10/2018 13:00:00 - 28/10/2018 14:00:00","BZN|BG","Without Sequence","58.71","",""
"28/10/2018 14:00:00 - 28/10/2018 15:00:00","BZN|BG","Without Sequence","76.77","",""
"28/10/2018 15:00:00 - 28/10/2018 16:00:00","BZN|BG","Without Sequence","80.56","",""
"28/10/2018 16:00:00 - 28/10/2018 17:00:00","BZN|BG","Without Sequence","90.05","",""
"28/10/2018 17:00:00 - 28/10/2018 18:00:00","BZN|BG","Without Sequence","85.86","",""
"28/10/2018 18:00:00 - 28/10/2018 19:00:00","BZN|BG","Without Sequence","83.77","",""
"28/10/2018 19:00:00 - 28/10/2018 20:00:00","BZN|BG","Without Sequence","84.26","",""
"28/10/2018 20:00:00 - 28/10/2018 21:00:00","BZN|BG","Without Sequence","84.26","",""
"28/10/2018 21:00:00 - 28/10/2018 22:00:00","BZN|BG","Without Sequence","68.47","",""
"28/10/2018 22:00:00 - 28/10/2018 23:00:00","BZN|BG","Without Sequence","44.06","",""
"28/10/2018 23:00:00 - 29/10/2018 00:00:00","BZN|BG","Without Sequence","18.33","",""
"29/10/2018 00:00:00 - 29/10/2018 01:00:00","BZN|BG","Without Sequence","63.11","",""
"29/10/2018 01:00:00 - 29/10/2018 02:00:00","BZN|BG","Without Sequence","44.10","",""
"29/10/2018 02:00:00 - 29/10/2018 03:00:00","BZN|BG","Without Sequence","33.29","",""
"29/10/2018 03:00:00 - 29/10/2018 04:00:00","BZN|BG","Without Sequence","44.03","",""
"29/10/2018 04:00:00 - 29/10/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"29/10/2018 05:00:00 - 29/10/2018 06:00:00","BZN|BG","Without Sequence","80.03","",""
"29/10/2018 06:00:00 - 29/10/2018 07:00:00","BZN|BG","Without Sequence","76.81","",""
"29/10/2018 07:00:00 - 29/10/2018 08:00:00","BZN|BG","Without Sequence","90.91","",""
"29/10/2018 08:00:00 - 29/10/2018 09:00:00","BZN|BG","Without Sequence","90.11","",""
"29/10/2018 09:00:00 - 29/10/2018 10:00:00","BZN|BG","Without Sequence","82.54","",""
"29/10/2018 10:00:00 - 29/10/2018 11:00:00","BZN|BG","Without Sequence","83.08","",""
"29/10/2018 11:00:00 - 29/10/2018 12:00:00","BZN|BG","Without Sequence","81.81","",""
"29/10/2018 12:00:00 - 29/10/2018 13:00:00","BZN|BG","Without Sequence","84.65","",""
"29/10/2018 13:00:00 - 29/10/2018 14:00:00","BZN|BG","Without Sequence","94.88","",""
"29/10/2018 14:00:00 - 29/10/2018 15:00:00","BZN|BG","Without Sequence","100.02","",""
"29/10/2018 15:00:00 - 29/10/2018 16:00:00","BZN|BG","Without Sequence","112.03","",""
"29/10/2018 16:00:00 - 29/10/2018 17:00:00","BZN|BG","Without Sequence","85.06","",""
"29/10/2018 17:00:00 - 29/10/2018 18:00:00","BZN|BG","Without Sequence","82.30","",""
"29/10/2018 18:00:00 - 29/10/2018 19:00:00","BZN|BG","Without Sequence","81.40","",""
"29/10/2018 19:00:00 - 29/10/2018 20:00:00","BZN|BG","Without Sequence","79.35","",""
"29/10/2018 20:00:00 - 29/10/2018 21:00:00","BZN|BG","Without Sequence","81.17","",""
"29/10/2018 21:00:00 - 29/10/2018 22:00:00","BZN|BG","Without Sequence","80.42","",""
"29/10/2018 22:00:00 - 29/10/2018 23:00:00","BZN|BG","Without Sequence","96.64","",""
"29/10/2018 23:00:00 - 30/10/2018 00:00:00","BZN|BG","Without Sequence","78.35","",""
"30/10/2018 00:00:00 - 30/10/2018 01:00:00","BZN|BG","Without Sequence","80.01","",""
"30/10/2018 01:00:00 - 30/10/2018 02:00:00","BZN|BG","Without Sequence","44.10","",""
"30/10/2018 02:00:00 - 30/10/2018 03:00:00","BZN|BG","Without Sequence","44.05","",""
"30/10/2018 03:00:00 - 30/10/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"30/10/2018 04:00:00 - 30/10/2018 05:00:00","BZN|BG","Without Sequence","48.78","",""
"30/10/2018 05:00:00 - 30/10/2018 06:00:00","BZN|BG","Without Sequence","80.05","",""
"30/10/2018 06:00:00 - 30/10/2018 07:00:00","BZN|BG","Without Sequence","90.03","",""
"30/10/2018 07:00:00 - 30/10/2018 08:00:00","BZN|BG","Without Sequence","101.74","",""
"30/10/2018 08:00:00 - 30/10/2018 09:00:00","BZN|BG","Without Sequence","101.86","",""
"30/10/2018 09:00:00 - 30/10/2018 10:00:00","BZN|BG","Without Sequence","94.88","",""
"30/10/2018 10:00:00 - 30/10/2018 11:00:00","BZN|BG","Without Sequence","71.51","",""
"30/10/2018 11:00:00 - 30/10/2018 12:00:00","BZN|BG","Without Sequence","72.50","",""
"30/10/2018 12:00:00 - 30/10/2018 13:00:00","BZN|BG","Without Sequence","100.04","",""
"30/10/2018 13:00:00 - 30/10/2018 14:00:00","BZN|BG","Without Sequence","101.72","",""
"30/10/2018 14:00:00 - 30/10/2018 15:00:00","BZN|BG","Without Sequence","101.90","",""
"30/10/2018 15:00:00 - 30/10/2018 16:00:00","BZN|BG","Without Sequence","111.33","",""
"30/10/2018 16:00:00 - 30/10/2018 17:00:00","BZN|BG","Without Sequence","90.38","",""
"30/10/2018 17:00:00 - 30/10/2018 18:00:00","BZN|BG","Without Sequence","90.11","",""
"30/10/2018 18:00:00 - 30/10/2018 19:00:00","BZN|BG","Without Sequence","90.05","",""
"30/10/2018 19:00:00 - 30/10/2018 20:00:00","BZN|BG","Without Sequence","89.67","",""
"30/10/2018 20:00:00 - 30/10/2018 21:00:00","BZN|BG","Without Sequence","89.66","",""
"30/10/2018 21:00:00 - 30/10/2018 22:00:00","BZN|BG","Without Sequence","89.01","",""
"30/10/2018 22:00:00 - 30/10/2018 23:00:00","BZN|BG","Without Sequence","103.46","",""
"30/10/2018 23:00:00 - 31/10/2018 00:00:00","BZN|BG","Without Sequence","79.07","",""
"31/10/2018 00:00:00 - 31/10/2018 01:00:00","BZN|BG","Without Sequence","82.44","",""
"31/10/2018 01:00:00 - 31/10/2018 02:00:00","BZN|BG","Without Sequence","91.00","",""
"31/10/2018 02:00:00 - 31/10/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"31/10/2018 03:00:00 - 31/10/2018 04:00:00","BZN|BG","Without Sequence","44.10","",""
"31/10/2018 04:00:00 - 31/10/2018 05:00:00","BZN|BG","Without Sequence","106.14","",""
"31/10/2018 05:00:00 - 31/10/2018 06:00:00","BZN|BG","Without Sequence","95.50","",""
"31/10/2018 06:00:00 - 31/10/2018 07:00:00","BZN|BG","Without Sequence","120.60","",""
"31/10/2018 07:00:00 - 31/10/2018 08:00:00","BZN|BG","Without Sequence","119.40","",""
"31/10/2018 08:00:00 - 31/10/2018 09:00:00","BZN|BG","Without Sequence","118.33","",""
"31/10/2018 09:00:00 - 31/10/2018 10:00:00","BZN|BG","Without Sequence","91.61","",""
"31/10/2018 10:00:00 - 31/10/2018 11:00:00","BZN|BG","Without Sequence","88.31","",""
"31/10/2018 11:00:00 - 31/10/2018 12:00:00","BZN|BG","Without Sequence","85.67","",""
"31/10/2018 12:00:00 - 31/10/2018 13:00:00","BZN|BG","Without Sequence","110.03","",""
"31/10/2018 13:00:00 - 31/10/2018 14:00:00","BZN|BG","Without Sequence","116.92","",""
"31/10/2018 14:00:00 - 31/10/2018 15:00:00","BZN|BG","Without Sequence","119.19","",""
"31/10/2018 15:00:00 - 31/10/2018 16:00:00","BZN|BG","Without Sequence","119.01","",""
"31/10/2018 16:00:00 - 31/10/2018 17:00:00","BZN|BG","Without Sequence","87.01","",""
"31/10/2018 17:00:00 - 31/10/2018 18:00:00","BZN|BG","Without Sequence","87.17","",""
"31/10/2018 18:00:00 - 31/10/2018 19:00:00","BZN|BG","Without Sequence","87.35","",""
"31/10/2018 19:00:00 - 31/10/2018 20:00:00","BZN|BG","Without Sequence","86.47","",""
"31/10/2018 20:00:00 - 31/10/2018 21:00:00","BZN|BG","Without Sequence","82.95","",""
"31/10/2018 21:00:00 - 31/10/2018 22:00:00","BZN|BG","Without Sequence","79.88","",""
"31/10/2018 22:00:00 - 31/10/2018 23:00:00","BZN|BG","Without Sequence","75.63","",""
"31/10/2018 23:00:00 - 01/11/2018 00:00:00","BZN|BG","Without Sequence","89.66","",""
"01/11/2018 00:00:00 - 01/11/2018 01:00:00","BZN|BG","Without Sequence","64.87","",""
"01/11/2018 01:00:00 - 01/11/2018 02:00:00","BZN|BG","Without Sequence","78.14","",""
"01/11/2018 02:00:00 - 01/11/2018 03:00:00","BZN|BG","Without Sequence","48.00","",""
"01/11/2018 03:00:00 - 01/11/2018 04:00:00","BZN|BG","Without Sequence","62.68","",""
"01/11/2018 04:00:00 - 01/11/2018 05:00:00","BZN|BG","Without Sequence","64.76","",""
"01/11/2018 05:00:00 - 01/11/2018 06:00:00","BZN|BG","Without Sequence","70.68","",""
"01/11/2018 06:00:00 - 01/11/2018 07:00:00","BZN|BG","Without Sequence","83.04","",""
"01/11/2018 07:00:00 - 01/11/2018 08:00:00","BZN|BG","Without Sequence","105.05","",""
"01/11/2018 08:00:00 - 01/11/2018 09:00:00","BZN|BG","Without Sequence","94.00","",""
"01/11/2018 09:00:00 - 01/11/2018 10:00:00","BZN|BG","Without Sequence","79.99","",""
"01/11/2018 10:00:00 - 01/11/2018 11:00:00","BZN|BG","Without Sequence","78.64","",""
"01/11/2018 11:00:00 - 01/11/2018 12:00:00","BZN|BG","Without Sequence","76.92","",""
"01/11/2018 12:00:00 - 01/11/2018 13:00:00","BZN|BG","Without Sequence","80.60","",""
"01/11/2018 13:00:00 - 01/11/2018 14:00:00","BZN|BG","Without Sequence","82.24","",""
"01/11/2018 14:00:00 - 01/11/2018 15:00:00","BZN|BG","Without Sequence","84.12","",""
"01/11/2018 15:00:00 - 01/11/2018 16:00:00","BZN|BG","Without Sequence","82.87","",""
"01/11/2018 16:00:00 - 01/11/2018 17:00:00","BZN|BG","Without Sequence","82.32","",""
"01/11/2018 17:00:00 - 01/11/2018 18:00:00","BZN|BG","Without Sequence","81.87","",""
"01/11/2018 18:00:00 - 01/11/2018 19:00:00","BZN|BG","Without Sequence","75.71","",""
"01/11/2018 19:00:00 - 01/11/2018 20:00:00","BZN|BG","Without Sequence","70.53","",""
"01/11/2018 20:00:00 - 01/11/2018 21:00:00","BZN|BG","Without Sequence","67.53","",""
"01/11/2018 21:00:00 - 01/11/2018 22:00:00","BZN|BG","Without Sequence","64.07","",""
"01/11/2018 22:00:00 - 01/11/2018 23:00:00","BZN|BG","Without Sequence","65.52","",""
"01/11/2018 23:00:00 - 02/11/2018 00:00:00","BZN|BG","Without Sequence","69.33","",""
"02/11/2018 00:00:00 - 02/11/2018 01:00:00","BZN|BG","Without Sequence","62.65","",""
"02/11/2018 01:00:00 - 02/11/2018 02:00:00","BZN|BG","Without Sequence","45.90","",""
"02/11/2018 02:00:00 - 02/11/2018 03:00:00","BZN|BG","Without Sequence","44.96","",""
"02/11/2018 03:00:00 - 02/11/2018 04:00:00","BZN|BG","Without Sequence","45.94","",""
"02/11/2018 04:00:00 - 02/11/2018 05:00:00","BZN|BG","Without Sequence","44.98","",""
"02/11/2018 05:00:00 - 02/11/2018 06:00:00","BZN|BG","Without Sequence","77.92","",""
"02/11/2018 06:00:00 - 02/11/2018 07:00:00","BZN|BG","Without Sequence","98.53","",""
"02/11/2018 07:00:00 - 02/11/2018 08:00:00","BZN|BG","Without Sequence","98.55","",""
"02/11/2018 08:00:00 - 02/11/2018 09:00:00","BZN|BG","Without Sequence","94.00","",""
"02/11/2018 09:00:00 - 02/11/2018 10:00:00","BZN|BG","Without Sequence","78.66","",""
"02/11/2018 10:00:00 - 02/11/2018 11:00:00","BZN|BG","Without Sequence","70.53","",""
"02/11/2018 11:00:00 - 02/11/2018 12:00:00","BZN|BG","Without Sequence","71.84","",""
"02/11/2018 12:00:00 - 02/11/2018 13:00:00","BZN|BG","Without Sequence","76.86","",""
"02/11/2018 13:00:00 - 02/11/2018 14:00:00","BZN|BG","Without Sequence","79.56","",""
"02/11/2018 14:00:00 - 02/11/2018 15:00:00","BZN|BG","Without Sequence","82.01","",""
"02/11/2018 15:00:00 - 02/11/2018 16:00:00","BZN|BG","Without Sequence","80.19","",""
"02/11/2018 16:00:00 - 02/11/2018 17:00:00","BZN|BG","Without Sequence","78.62","",""
"02/11/2018 17:00:00 - 02/11/2018 18:00:00","BZN|BG","Without Sequence","77.04","",""
"02/11/2018 18:00:00 - 02/11/2018 19:00:00","BZN|BG","Without Sequence","77.88","",""
"02/11/2018 19:00:00 - 02/11/2018 20:00:00","BZN|BG","Without Sequence","72.72","",""
"02/11/2018 20:00:00 - 02/11/2018 21:00:00","BZN|BG","Without Sequence","65.54","",""
"02/11/2018 21:00:00 - 02/11/2018 22:00:00","BZN|BG","Without Sequence","60.00","",""
"02/11/2018 22:00:00 - 02/11/2018 23:00:00","BZN|BG","Without Sequence","75.30","",""
"02/11/2018 23:00:00 - 03/11/2018 00:00:00","BZN|BG","Without Sequence","77.31","",""
"03/11/2018 00:00:00 - 03/11/2018 01:00:00","BZN|BG","Without Sequence","68.20","",""
