"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"12/01/2018 11:00:00 - 12/01/2018 12:00:00","BZN|BG","Without Sequence","119.36","",""
"12/01/2018 12:00:00 - 12/01/2018 13:00:00","BZN|BG","Without Sequence","120.91","",""
"12/01/2018 13:00:00 - 12/01/2018 14:00:00","BZN|BG","Without Sequence","112.26","",""
"12/01/2018 14:00:00 - 12/01/2018 15:00:00","BZN|BG","Without Sequence","107.61","",""
"12/01/2018 15:00:00 - 12/01/2018 16:00:00","BZN|BG","Without Sequence","94.99","",""
"12/01/2018 16:00:00 - 12/01/2018 17:00:00","BZN|BG","Without Sequence","74.69","",""
"12/01/2018 17:00:00 - 12/01/2018 18:00:00","BZN|BG","Without Sequence","80.07","",""
"12/01/2018 18:00:00 - 12/01/2018 19:00:00","BZN|BG","Without Sequence","75.36","",""
"12/01/2018 19:00:00 - 12/01/2018 20:00:00","BZN|BG","Without Sequence","68.40","",""
"12/01/2018 20:00:00 - 12/01/2018 21:00:00","BZN|BG","Without Sequence","62.33","",""
"12/01/2018 21:00:00 - 12/01/2018 22:00:00","BZN|BG","Without Sequence","57.38","",""
"12/01/2018 22:00:00 - 12/01/2018 23:00:00","BZN|BG","Without Sequence","54.00","",""
"12/01/2018 23:00:00 - 13/01/2018 00:00:00","BZN|BG","Without Sequence","51.13","",""
"13/01/2018 00:00:00 - 13/01/2018 01:00:00","BZN|BG","Without Sequence","47.51","",""
"13/01/2018 01:00:00 - 13/01/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"13/01/2018 02:00:00 - 13/01/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"13/01/2018 03:00:00 - 13/01/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"13/01/2018 04:00:00 - 13/01/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"13/01/2018 05:00:00 - 13/01/2018 06:00:00","BZN|BG","Without Sequence","45.92","",""
"13/01/2018 06:00:00 - 13/01/2018 07:00:00","BZN|BG","Without Sequence","44.85","",""
"13/01/2018 07:00:00 - 13/01/2018 08:00:00","BZN|BG","Without Sequence","44.10","",""
"13/01/2018 08:00:00 - 13/01/2018 09:00:00","BZN|BG","Without Sequence","55.23","",""
"13/01/2018 09:00:00 - 13/01/2018 10:00:00","BZN|BG","Without Sequence","62.45","",""
"13/01/2018 10:00:00 - 13/01/2018 11:00:00","BZN|BG","Without Sequence","61.53","",""
"13/01/2018 11:00:00 - 13/01/2018 12:00:00","BZN|BG","Without Sequence","57.03","",""
"13/01/2018 12:00:00 - 13/01/2018 13:00:00","BZN|BG","Without Sequence","56.64","",""
"13/01/2018 13:00:00 - 13/01/2018 14:00:00","BZN|BG","Without Sequence","51.01","",""
"13/01/2018 14:00:00 - 13/01/2018 15:00:00","BZN|BG","Without Sequence","51.83","",""
"13/01/2018 15:00:00 - 13/01/2018 16:00:00","BZN|BG","Without Sequence","48.37","",""
"13/01/2018 16:00:00 - 13/01/2018 17:00:00","BZN|BG","Without Sequence","58.62","",""
"13/01/2018 17:00:00 - 13/01/2018 18:00:00","BZN|BG","Without Sequence","62.43","",""
"13/01/2018 18:00:00 - 13/01/2018 19:00:00","BZN|BG","Without Sequence","52.51","",""
"13/01/2018 19:00:00 - 13/01/2018 20:00:00","BZN|BG","Without Sequence","53.51","",""
"13/01/2018 20:00:00 - 13/01/2018 21:00:00","BZN|BG","Without Sequence","46.22","",""
"13/01/2018 21:00:00 - 13/01/2018 22:00:00","BZN|BG","Without Sequence","44.10","",""
"13/01/2018 22:00:00 - 13/01/2018 23:00:00","BZN|BG","Without Sequence","44.08","",""
"13/01/2018 23:00:00 - 14/01/2018 00:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 00:00:00 - 14/01/2018 01:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 01:00:00 - 14/01/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 02:00:00 - 14/01/2018 03:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 03:00:00 - 14/01/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 04:00:00 - 14/01/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 05:00:00 - 14/01/2018 06:00:00","BZN|BG","Without Sequence","44.05","",""
"14/01/2018 06:00:00 - 14/01/2018 07:00:00","BZN|BG","Without Sequence","44.05","",""
"14/01/2018 07:00:00 - 14/01/2018 08:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 08:00:00 - 14/01/2018 09:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 09:00:00 - 14/01/2018 10:00:00","BZN|BG","Without Sequence","44.06","",""
"14/01/2018 10:00:00 - 14/01/2018 11:00:00","BZN|BG","Without Sequence","44.08","",""
"14/01/2018 11:00:00 - 14/01/2018 12:00:00","BZN|BG","Without Sequence","44.44","",""
"14/01/2018 12:00:00 - 14/01/2018 13:00:00","BZN|BG","Without Sequence","44.77","",""
"14/01/2018 13:00:00 - 14/01/2018 14:00:00","BZN|BG","Without Sequence","57.01","",""
"14/01/2018 14:00:00 - 14/01/2018 15:00:00","BZN|BG","Without Sequence","78.43","",""
"14/01/2018 15:00:00 - 14/01/2018 16:00:00","BZN|BG","Without Sequence","80.01","",""
"14/01/2018 16:00:00 - 14/01/2018 17:00:00","BZN|BG","Without Sequence","80.05","",""
"14/01/2018 17:00:00 - 14/01/2018 18:00:00","BZN|BG","Without Sequence","80.01","",""
"14/01/2018 18:00:00 - 14/01/2018 19:00:00","BZN|BG","Without Sequence","67.05","",""
"14/01/2018 19:00:00 - 14/01/2018 20:00:00","BZN|BG","Without Sequence","65.74","",""
"14/01/2018 20:00:00 - 14/01/2018 21:00:00","BZN|BG","Without Sequence","60.71","",""
"14/01/2018 21:00:00 - 14/01/2018 22:00:00","BZN|BG","Without Sequence","80.01","",""
"14/01/2018 22:00:00 - 14/01/2018 23:00:00","BZN|BG","Without Sequence","94.92","",""
"14/01/2018 23:00:00 - 15/01/2018 00:00:00","BZN|BG","Without Sequence","80.01","",""
"15/01/2018 00:00:00 - 15/01/2018 01:00:00","BZN|BG","Without Sequence","44.05","",""
"15/01/2018 01:00:00 - 15/01/2018 02:00:00","BZN|BG","Without Sequence","44.05","",""
"15/01/2018 02:00:00 - 15/01/2018 03:00:00","BZN|BG","Without Sequence","44.05","",""
"15/01/2018 03:00:00 - 15/01/2018 04:00:00","BZN|BG","Without Sequence","44.05","",""
"15/01/2018 04:00:00 - 15/01/2018 05:00:00","BZN|BG","Without Sequence","44.06","",""
"15/01/2018 05:00:00 - 15/01/2018 06:00:00","BZN|BG","Without Sequence","44.10","",""
"15/01/2018 06:00:00 - 15/01/2018 07:00:00","BZN|BG","Without Sequence","80.07","",""
"15/01/2018 07:00:00 - 15/01/2018 08:00:00","BZN|BG","Without Sequence","106.03","",""
"15/01/2018 08:00:00 - 15/01/2018 09:00:00","BZN|BG","Without Sequence","106.08","",""
"15/01/2018 09:00:00 - 15/01/2018 10:00:00","BZN|BG","Without Sequence","106.06","",""
"15/01/2018 10:00:00 - 15/01/2018 11:00:00","BZN|BG","Without Sequence","106.05","",""
"15/01/2018 11:00:00 - 15/01/2018 12:00:00","BZN|BG","Without Sequence","106.03","",""
"15/01/2018 12:00:00 - 15/01/2018 13:00:00","BZN|BG","Without Sequence","106.05","",""
"15/01/2018 13:00:00 - 15/01/2018 14:00:00","BZN|BG","Without Sequence","106.05","",""
"15/01/2018 14:00:00 - 15/01/2018 15:00:00","BZN|BG","Without Sequence","106.03","",""
"15/01/2018 15:00:00 - 15/01/2018 16:00:00","BZN|BG","Without Sequence","106.03","",""
"15/01/2018 16:00:00 - 15/01/2018 17:00:00","BZN|BG","Without Sequence","106.03","",""
"15/01/2018 17:00:00 - 15/01/2018 18:00:00","BZN|BG","Without Sequence","95.09","",""
"15/01/2018 18:00:00 - 15/01/2018 19:00:00","BZN|BG","Without Sequence","95.03","",""
"15/01/2018 19:00:00 - 15/01/2018 20:00:00","BZN|BG","Without Sequence","80.07","",""
"15/01/2018 20:00:00 - 15/01/2018 21:00:00","BZN|BG","Without Sequence","80.09","",""
"15/01/2018 21:00:00 - 15/01/2018 22:00:00","BZN|BG","Without Sequence","95.03","",""
"15/01/2018 22:00:00 - 15/01/2018 23:00:00","BZN|BG","Without Sequence","58.67","",""
"15/01/2018 23:00:00 - 16/01/2018 00:00:00","BZN|BG","Without Sequence","44.08","",""
"16/01/2018 00:00:00 - 16/01/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"16/01/2018 01:00:00 - 16/01/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"16/01/2018 02:00:00 - 16/01/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"16/01/2018 03:00:00 - 16/01/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"16/01/2018 04:00:00 - 16/01/2018 05:00:00","BZN|BG","Without Sequence","45.14","",""
"16/01/2018 05:00:00 - 16/01/2018 06:00:00","BZN|BG","Without Sequence","80.03","",""
"16/01/2018 06:00:00 - 16/01/2018 07:00:00","BZN|BG","Without Sequence","97.07","",""
"16/01/2018 07:00:00 - 16/01/2018 08:00:00","BZN|BG","Without Sequence","131.47","",""
"16/01/2018 08:00:00 - 16/01/2018 09:00:00","BZN|BG","Without Sequence","213.24","",""
"16/01/2018 09:00:00 - 16/01/2018 10:00:00","BZN|BG","Without Sequence","207.90","",""
"16/01/2018 10:00:00 - 16/01/2018 11:00:00","BZN|BG","Without Sequence","142.03","",""
"16/01/2018 11:00:00 - 16/01/2018 12:00:00","BZN|BG","Without Sequence","127.29","",""
"16/01/2018 12:00:00 - 16/01/2018 13:00:00","BZN|BG","Without Sequence","133.21","",""
"16/01/2018 13:00:00 - 16/01/2018 14:00:00","BZN|BG","Without Sequence","119.60","",""
"16/01/2018 14:00:00 - 16/01/2018 15:00:00","BZN|BG","Without Sequence","109.68","",""
"16/01/2018 15:00:00 - 16/01/2018 16:00:00","BZN|BG","Without Sequence","101.86","",""
"16/01/2018 16:00:00 - 16/01/2018 17:00:00","BZN|BG","Without Sequence","106.01","",""
"16/01/2018 17:00:00 - 16/01/2018 18:00:00","BZN|BG","Without Sequence","95.07","",""
"16/01/2018 18:00:00 - 16/01/2018 19:00:00","BZN|BG","Without Sequence","80.07","",""
"16/01/2018 19:00:00 - 16/01/2018 20:00:00","BZN|BG","Without Sequence","80.07","",""
"16/01/2018 20:00:00 - 16/01/2018 21:00:00","BZN|BG","Without Sequence","92.73","",""
"16/01/2018 21:00:00 - 16/01/2018 22:00:00","BZN|BG","Without Sequence","92.59","",""
"16/01/2018 22:00:00 - 16/01/2018 23:00:00","BZN|BG","Without Sequence","54.88","",""
"16/01/2018 23:00:00 - 17/01/2018 00:00:00","BZN|BG","Without Sequence","44.08","",""
"17/01/2018 00:00:00 - 17/01/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"17/01/2018 01:00:00 - 17/01/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"17/01/2018 02:00:00 - 17/01/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"17/01/2018 03:00:00 - 17/01/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"17/01/2018 04:00:00 - 17/01/2018 05:00:00","BZN|BG","Without Sequence","60.30","",""
"17/01/2018 05:00:00 - 17/01/2018 06:00:00","BZN|BG","Without Sequence","60.45","",""
"17/01/2018 06:00:00 - 17/01/2018 07:00:00","BZN|BG","Without Sequence","63.80","",""
"17/01/2018 07:00:00 - 17/01/2018 08:00:00","BZN|BG","Without Sequence","92.84","",""
"17/01/2018 08:00:00 - 17/01/2018 09:00:00","BZN|BG","Without Sequence","106.03","",""
"17/01/2018 09:00:00 - 17/01/2018 10:00:00","BZN|BG","Without Sequence","106.01","",""
"17/01/2018 10:00:00 - 17/01/2018 11:00:00","BZN|BG","Without Sequence","106.01","",""
"17/01/2018 11:00:00 - 17/01/2018 12:00:00","BZN|BG","Without Sequence","95.05","",""
"17/01/2018 12:00:00 - 17/01/2018 13:00:00","BZN|BG","Without Sequence","106.01","",""
"17/01/2018 13:00:00 - 17/01/2018 14:00:00","BZN|BG","Without Sequence","106.03","",""
"17/01/2018 14:00:00 - 17/01/2018 15:00:00","BZN|BG","Without Sequence","95.01","",""
"17/01/2018 15:00:00 - 17/01/2018 16:00:00","BZN|BG","Without Sequence","85.86","",""
"17/01/2018 16:00:00 - 17/01/2018 17:00:00","BZN|BG","Without Sequence","75.85","",""
"17/01/2018 17:00:00 - 17/01/2018 18:00:00","BZN|BG","Without Sequence","80.05","",""
"17/01/2018 18:00:00 - 17/01/2018 19:00:00","BZN|BG","Without Sequence","78.57","",""
"17/01/2018 19:00:00 - 17/01/2018 20:00:00","BZN|BG","Without Sequence","75.48","",""
"17/01/2018 20:00:00 - 17/01/2018 21:00:00","BZN|BG","Without Sequence","74.91","",""
"17/01/2018 21:00:00 - 17/01/2018 22:00:00","BZN|BG","Without Sequence","50.73","",""
"17/01/2018 22:00:00 - 17/01/2018 23:00:00","BZN|BG","Without Sequence","44.10","",""
"17/01/2018 23:00:00 - 18/01/2018 00:00:00","BZN|BG","Without Sequence","80.07","",""
"18/01/2018 00:00:00 - 18/01/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"18/01/2018 01:00:00 - 18/01/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"18/01/2018 02:00:00 - 18/01/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"18/01/2018 03:00:00 - 18/01/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"18/01/2018 04:00:00 - 18/01/2018 05:00:00","BZN|BG","Without Sequence","79.99","",""
"18/01/2018 05:00:00 - 18/01/2018 06:00:00","BZN|BG","Without Sequence","80.01","",""
"18/01/2018 06:00:00 - 18/01/2018 07:00:00","BZN|BG","Without Sequence","79.99","",""
"18/01/2018 07:00:00 - 18/01/2018 08:00:00","BZN|BG","Without Sequence","101.80","",""
"18/01/2018 08:00:00 - 18/01/2018 09:00:00","BZN|BG","Without Sequence","106.03","",""
"18/01/2018 09:00:00 - 18/01/2018 10:00:00","BZN|BG","Without Sequence","103.62","",""
"18/01/2018 10:00:00 - 18/01/2018 11:00:00","BZN|BG","Without Sequence","96.27","",""
"18/01/2018 11:00:00 - 18/01/2018 12:00:00","BZN|BG","Without Sequence","95.03","",""
"18/01/2018 12:00:00 - 18/01/2018 13:00:00","BZN|BG","Without Sequence","100.20","",""
"18/01/2018 13:00:00 - 18/01/2018 14:00:00","BZN|BG","Without Sequence","96.42","",""
"18/01/2018 14:00:00 - 18/01/2018 15:00:00","BZN|BG","Without Sequence","101.70","",""
"18/01/2018 15:00:00 - 18/01/2018 16:00:00","BZN|BG","Without Sequence","94.99","",""
"18/01/2018 16:00:00 - 18/01/2018 17:00:00","BZN|BG","Without Sequence","62.86","",""
"18/01/2018 17:00:00 - 18/01/2018 18:00:00","BZN|BG","Without Sequence","62.70","",""
"18/01/2018 18:00:00 - 18/01/2018 19:00:00","BZN|BG","Without Sequence","60.55","",""
"18/01/2018 19:00:00 - 18/01/2018 20:00:00","BZN|BG","Without Sequence","60.61","",""
"18/01/2018 20:00:00 - 18/01/2018 21:00:00","BZN|BG","Without Sequence","58.50","",""
"18/01/2018 21:00:00 - 18/01/2018 22:00:00","BZN|BG","Without Sequence","72.82","",""
"18/01/2018 22:00:00 - 18/01/2018 23:00:00","BZN|BG","Without Sequence","63.29","",""
"18/01/2018 23:00:00 - 19/01/2018 00:00:00","BZN|BG","Without Sequence","63.23","",""
"19/01/2018 00:00:00 - 19/01/2018 01:00:00","BZN|BG","Without Sequence","44.08","",""
"19/01/2018 01:00:00 - 19/01/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"19/01/2018 02:00:00 - 19/01/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"19/01/2018 03:00:00 - 19/01/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"19/01/2018 04:00:00 - 19/01/2018 05:00:00","BZN|BG","Without Sequence","58.58","",""
"19/01/2018 05:00:00 - 19/01/2018 06:00:00","BZN|BG","Without Sequence","59.38","",""
"19/01/2018 06:00:00 - 19/01/2018 07:00:00","BZN|BG","Without Sequence","64.35","",""
"19/01/2018 07:00:00 - 19/01/2018 08:00:00","BZN|BG","Without Sequence","95.05","",""
"19/01/2018 08:00:00 - 19/01/2018 09:00:00","BZN|BG","Without Sequence","104.25","",""
"19/01/2018 09:00:00 - 19/01/2018 10:00:00","BZN|BG","Without Sequence","104.09","",""
"19/01/2018 10:00:00 - 19/01/2018 11:00:00","BZN|BG","Without Sequence","95.07","",""
"19/01/2018 11:00:00 - 19/01/2018 12:00:00","BZN|BG","Without Sequence","80.05","",""
"19/01/2018 12:00:00 - 19/01/2018 13:00:00","BZN|BG","Without Sequence","80.03","",""
"19/01/2018 13:00:00 - 19/01/2018 14:00:00","BZN|BG","Without Sequence","95.01","",""
"19/01/2018 14:00:00 - 19/01/2018 15:00:00","BZN|BG","Without Sequence","80.09","",""
"19/01/2018 15:00:00 - 19/01/2018 16:00:00","BZN|BG","Without Sequence","80.03","",""
"19/01/2018 16:00:00 - 19/01/2018 17:00:00","BZN|BG","Without Sequence","106.01","",""
"19/01/2018 17:00:00 - 19/01/2018 18:00:00","BZN|BG","Without Sequence","106.01","",""
"19/01/2018 18:00:00 - 19/01/2018 19:00:00","BZN|BG","Without Sequence","95.09","",""
"19/01/2018 19:00:00 - 19/01/2018 20:00:00","BZN|BG","Without Sequence","95.01","",""
"19/01/2018 20:00:00 - 19/01/2018 21:00:00","BZN|BG","Without Sequence","94.84","",""
"19/01/2018 21:00:00 - 19/01/2018 22:00:00","BZN|BG","Without Sequence","92.78","",""
"19/01/2018 22:00:00 - 19/01/2018 23:00:00","BZN|BG","Without Sequence","93.80","",""
"19/01/2018 23:00:00 - 20/01/2018 00:00:00","BZN|BG","Without Sequence","80.09","",""
"20/01/2018 00:00:00 - 20/01/2018 01:00:00","BZN|BG","Without Sequence","79.99","",""
"20/01/2018 01:00:00 - 20/01/2018 02:00:00","BZN|BG","Without Sequence","61.77","",""
"20/01/2018 02:00:00 - 20/01/2018 03:00:00","BZN|BG","Without Sequence","61.73","",""
"20/01/2018 03:00:00 - 20/01/2018 04:00:00","BZN|BG","Without Sequence","59.56","",""
"20/01/2018 04:00:00 - 20/01/2018 05:00:00","BZN|BG","Without Sequence","55.76","",""
"20/01/2018 05:00:00 - 20/01/2018 06:00:00","BZN|BG","Without Sequence","61.35","",""
"20/01/2018 06:00:00 - 20/01/2018 07:00:00","BZN|BG","Without Sequence","62.20","",""
"20/01/2018 07:00:00 - 20/01/2018 08:00:00","BZN|BG","Without Sequence","64.31","",""
"20/01/2018 08:00:00 - 20/01/2018 09:00:00","BZN|BG","Without Sequence","80.05","",""
"20/01/2018 09:00:00 - 20/01/2018 10:00:00","BZN|BG","Without Sequence","80.07","",""
"20/01/2018 10:00:00 - 20/01/2018 11:00:00","BZN|BG","Without Sequence","95.01","",""
"20/01/2018 11:00:00 - 20/01/2018 12:00:00","BZN|BG","Without Sequence","95.03","",""
"20/01/2018 12:00:00 - 20/01/2018 13:00:00","BZN|BG","Without Sequence","94.96","",""
"20/01/2018 13:00:00 - 20/01/2018 14:00:00","BZN|BG","Without Sequence","92.77","",""
"20/01/2018 14:00:00 - 20/01/2018 15:00:00","BZN|BG","Without Sequence","80.09","",""
"20/01/2018 15:00:00 - 20/01/2018 16:00:00","BZN|BG","Without Sequence","61.43","",""
"20/01/2018 16:00:00 - 20/01/2018 17:00:00","BZN|BG","Without Sequence","90.95","",""
"20/01/2018 17:00:00 - 20/01/2018 18:00:00","BZN|BG","Without Sequence","95.05","",""
"20/01/2018 18:00:00 - 20/01/2018 19:00:00","BZN|BG","Without Sequence","95.03","",""
"20/01/2018 19:00:00 - 20/01/2018 20:00:00","BZN|BG","Without Sequence","80.05","",""
"20/01/2018 20:00:00 - 20/01/2018 21:00:00","BZN|BG","Without Sequence","67.52","",""
"20/01/2018 21:00:00 - 20/01/2018 22:00:00","BZN|BG","Without Sequence","75.01","",""
"20/01/2018 22:00:00 - 20/01/2018 23:00:00","BZN|BG","Without Sequence","59.61","",""
"20/01/2018 23:00:00 - 21/01/2018 00:00:00","BZN|BG","Without Sequence","54.12","",""
"21/01/2018 00:00:00 - 21/01/2018 01:00:00","BZN|BG","Without Sequence","44.10","",""
"21/01/2018 01:00:00 - 21/01/2018 02:00:00","BZN|BG","Without Sequence","44.10","",""
"21/01/2018 02:00:00 - 21/01/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"21/01/2018 03:00:00 - 21/01/2018 04:00:00","BZN|BG","Without Sequence","44.08","",""
"21/01/2018 04:00:00 - 21/01/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"21/01/2018 05:00:00 - 21/01/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"21/01/2018 06:00:00 - 21/01/2018 07:00:00","BZN|BG","Without Sequence","44.06","",""
"21/01/2018 07:00:00 - 21/01/2018 08:00:00","BZN|BG","Without Sequence","44.08","",""
"21/01/2018 08:00:00 - 21/01/2018 09:00:00","BZN|BG","Without Sequence","45.94","",""
"21/01/2018 09:00:00 - 21/01/2018 10:00:00","BZN|BG","Without Sequence","52.87","",""
"21/01/2018 10:00:00 - 21/01/2018 11:00:00","BZN|BG","Without Sequence","57.34","",""
"21/01/2018 11:00:00 - 21/01/2018 12:00:00","BZN|BG","Without Sequence","58.75","",""
"21/01/2018 12:00:00 - 21/01/2018 13:00:00","BZN|BG","Without Sequence","59.46","",""
"21/01/2018 13:00:00 - 21/01/2018 14:00:00","BZN|BG","Without Sequence","58.52","",""
"21/01/2018 14:00:00 - 21/01/2018 15:00:00","BZN|BG","Without Sequence","54.63","",""
"21/01/2018 15:00:00 - 21/01/2018 16:00:00","BZN|BG","Without Sequence","51.87","",""
"21/01/2018 16:00:00 - 21/01/2018 17:00:00","BZN|BG","Without Sequence","79.93","",""
"21/01/2018 17:00:00 - 21/01/2018 18:00:00","BZN|BG","Without Sequence","79.99","",""
"21/01/2018 18:00:00 - 21/01/2018 19:00:00","BZN|BG","Without Sequence","80.03","",""
"21/01/2018 19:00:00 - 21/01/2018 20:00:00","BZN|BG","Without Sequence","65.64","",""
"21/01/2018 20:00:00 - 21/01/2018 21:00:00","BZN|BG","Without Sequence","56.60","",""
"21/01/2018 21:00:00 - 21/01/2018 22:00:00","BZN|BG","Without Sequence","45.45","",""
"21/01/2018 22:00:00 - 21/01/2018 23:00:00","BZN|BG","Without Sequence","54.49","",""
"21/01/2018 23:00:00 - 22/01/2018 00:00:00","BZN|BG","Without Sequence","44.81","",""
"22/01/2018 00:00:00 - 22/01/2018 01:00:00","BZN|BG","Without Sequence","44.06","",""
"22/01/2018 01:00:00 - 22/01/2018 02:00:00","BZN|BG","Without Sequence","44.06","",""
"22/01/2018 02:00:00 - 22/01/2018 03:00:00","BZN|BG","Without Sequence","44.05","",""
"22/01/2018 03:00:00 - 22/01/2018 04:00:00","BZN|BG","Without Sequence","44.06","",""
"22/01/2018 04:00:00 - 22/01/2018 05:00:00","BZN|BG","Without Sequence","44.08","",""
"22/01/2018 05:00:00 - 22/01/2018 06:00:00","BZN|BG","Without Sequence","44.08","",""
"22/01/2018 06:00:00 - 22/01/2018 07:00:00","BZN|BG","Without Sequence","61.65","",""
"22/01/2018 07:00:00 - 22/01/2018 08:00:00","BZN|BG","Without Sequence","83.04","",""
"22/01/2018 08:00:00 - 22/01/2018 09:00:00","BZN|BG","Without Sequence","103.82","",""
"22/01/2018 09:00:00 - 22/01/2018 10:00:00","BZN|BG","Without Sequence","94.99","",""
"22/01/2018 10:00:00 - 22/01/2018 11:00:00","BZN|BG","Without Sequence","87.39","",""
"22/01/2018 11:00:00 - 22/01/2018 12:00:00","BZN|BG","Without Sequence","80.03","",""
"22/01/2018 12:00:00 - 22/01/2018 13:00:00","BZN|BG","Without Sequence","95.05","",""
"22/01/2018 13:00:00 - 22/01/2018 14:00:00","BZN|BG","Without Sequence","95.05","",""
"22/01/2018 14:00:00 - 22/01/2018 15:00:00","BZN|BG","Without Sequence","94.99","",""
"22/01/2018 15:00:00 - 22/01/2018 16:00:00","BZN|BG","Without Sequence","80.01","",""
"22/01/2018 16:00:00 - 22/01/2018 17:00:00","BZN|BG","Without Sequence","66.65","",""
"22/01/2018 17:00:00 - 22/01/2018 18:00:00","BZN|BG","Without Sequence","79.62","",""
"22/01/2018 18:00:00 - 22/01/2018 19:00:00","BZN|BG","Without Sequence","79.43","",""
